Customer,Date,Dc.no,Part.no,Part description,Qty,Rate,Value,Fwt,Thick,Target  Manpower,variation Manpower,Actual Manpower,Target RawMaterial(Cost),variation RawMaterial,Actual RawMaterial,Target Machinepower(Cost),variation Machine power,Actual Machine power,Target Overhead(Cost)or Profit,variation overhead ,Actual Overhead or profit,Unnamed: 22
Company B,03/11/2022,3774,56916612010,TRANSFORMER MOUNTING,5.00,"2,187.00","10,935.00",16.42,"6,8 HR",1312.2,2.3063258,1314.506326,6561.0,1.61486302,6562.614863,1421.55,0.3732424241,1421.923242,1640.25,-3.059945834,1637.190054,
Company D,03/11/2022,3775,5610284770XC,BRACKET,2.00,381.00,762.00,2.419,6 HR,91.44,3.91007631,95.35007631,457.2,6.276290448,463.4762904,99.06,2.249107723,101.3091077,114.3,1.519830591,115.8198306,
Company D,03/11/2022,3775,561438A760XC,COVER,2.00,419.00,838.00,1.572,"2,5 CR",100.56,3.325768619,103.8857686,502.8,-0.6609343371,502.1390657,108.94,-2.782906716,106.1570933,125.7,-0.115452994,125.584547,
Company A,03/11/2022,3776,5A3031234,SETTING BRACKET COMP,5.00,431.00,"2,155.00",1.53,4 HR,258.6,-3.890166954,254.709833,1293.0,-2.48945343,1290.510547,280.15,0.8819346634,281.0319347,323.25,2.134821689,325.3848217,
Company A,03/11/2022,3776,5A3031236,SETTING BRACKET COMP,5.00,431.00,"2,155.00",1.53,4 HR,258.6,2.829320454,261.4293205,1293.0,0.8098747568,1293.809875,280.15,-3.486627594,276.6633724,323.25,0.3905876157,323.6405876,
Company A,03/11/2022,3776,5C1530471,CYLINDER HOLDER COMP,5.00,367.00,"1,835.00",1.66,6 HR,220.2,-5.765463001,214.434537,1101.0,-5.643029533,1095.35697,238.55,-2.42716504,236.122835,275.25,7.092786659,282.3427867,
Company A,03/11/2022,3776,5E1809590,LEVER ARM COMPLETE,10.00,752.00,"7,520.00",3,3 CR,902.4,-8.290201467,894.1097985,4512.0,-1.03985765,4510.960142,977.6,-2.812335402,974.7876646,1128.0,-1.768937547,1126.231062,
Company A,03/11/2022,3777,5A3001096,LOCK GUIDE SUPPORT,60.00,22.92,"1,375.20",0.1,3 CR,165.024,3.237075577,168.2610756,825.12,5.352535794,830.4725358,178.776,-0.9003159603,177.875684,206.28,1.386787518,207.6667875,
Company A,03/11/2022,3777,5C1030515,COVER COMPLETE LH-CY,18.00,120.91,"2,176.38",0.62,1.5 CR,261.1656,-0.5737799718,260.59182,1305.828,-2.558928101,1303.269072,282.9294,-0.9501094289,281.9792906,326.457,-4.143857196,322.3131428,
Company A,03/11/2022,3777,5C2800679,CABLE CHANNEL CLOSIN,5.00,276.86,"1,384.30",2.2,2 CR,166.116,2.745930566,168.8619306,830.58,-6.974456876,823.6055431,179.959,2.592106695,182.5511067,207.645,0.5944247596,208.2394248,
Company A,03/11/2022,3778,5C1790230,JUNCTION BOX COMPLET,6.00,"4,486.17","26,917.02",16.6,"1.5,3 CR & 4 HRPO",3230.0424,-1.412270921,3228.630129,16150.212,0.1587167934,16150.37072,3499.2126,-2.468879591,3496.74372,4037.553,1.36662175,4038.919622,
Company A,03/11/2022,3779,5C1770211,CENTRAL DUCT COMPLET,12.00,"2,621.92","31,463.04",9.6,"1,2,3,4  CR",3775.5648,-2.005527746,3773.559272,18877.824,1.076239497,18878.90024,4090.1952,1.012767323,4091.207967,4719.456,-1.804642199,4717.651358,
Company A,03/11/2022,3780,5C1170954,TOP COVER COMPLETE,12.00,916.92,"11,003.04",4.61,1.5 CR,1320.3648,0.3100669372,1320.674867,6601.824,-1.338864218,6600.485136,1430.3952,-0.005453862241,1430.389746,1650.456,5.611297992,1656.067298,
Company A,03/11/2022,3780,5C2830517,SIDE COVER WITH -FRO,2.00,577.22,"1,154.44",3.354,1.5 CR,138.5328,0.7581714463,139.2909714,692.664,1.820633365,694.4846334,150.0772,1.276954914,151.3541549,173.166,-0.1175961239,173.0484039,
Company A,03/11/2022,3780,5D3470010,CAN PLATE COMPL,6.00,"2,873.93","17,243.58",18.24,4 CR,2069.2296,-2.174556813,2067.055043,10346.148,0.45201172,10346.60001,2241.6654,2.487620302,2244.15302,2586.537,2.030438016,2588.567438,
Company A,03/11/2022,3781,5D3103510,RH PLATFORM BOTTOM S,10.00,384.18,"3,841.80",2.4,3 CR,461.016,3.676043456,464.6920435,2305.08,0.2089870581,2305.288987,499.434,2.069929038,501.503929,576.27,2.691086471,578.9610865,
Company A,03/11/2022,3781,5D3132791,PLATFORM 48 INCH RHL,10.00,637.14,"6,371.40",4.86,3 CR,764.568,1.179371754,765.7473718,3822.84,-2.247260381,3820.59274,828.282,1.066047185,829.3480472,955.71,0.6242536976,956.3342537,
Company A,03/11/2022,3781,5D3132792,PLATFORM 48 INCH RHR,10.00,700.67,"7,006.70",4.86,3 CR,840.804,3.109966217,843.9139662,4204.02,0.8600967704,4204.880097,910.871,1.390158667,912.2611587,1051.005,-1.15602366,1049.848976,
Company A,03/11/2022,3782,5XD330015,LDB3 RH STRUTURE WIT,1.00,"151,488.00","151,488.00",836.25,1.6 CR,18178.56,-4.351271296,18174.20873,90892.8,-4.853474316,90887.94653,19693.44,-7.305889697,19686.13411,22723.2,0.1077793471,22723.30778,
Company A,03/11/2022,3783,5XD330014,LDB3 LH STRUTURE WIT,1.00,"151,488.00","151,488.00",831.63,1.6 CR,18178.56,2.035264986,18180.59526,90892.8,4.738627574,90897.53863,19693.44,-2.21160445,19691.2284,22723.2,-4.299353218,22718.90065,
Company A,03/11/2022,3784,5D4133450,SERVO MOTOR BACK DUC,1.00,366.32,366.32,0.48,"1,1.6 CR",43.9584,3.56936148,47.52776148,219.792,6.62454747,226.4165475,47.6216,-2.490956373,45.13064363,54.948,-3.845956122,51.10204388,
Company A,03/11/2022,3784,5D4133450,SERVO MOTOR BACK DUC,4.00,358.77,"1,435.08",0.48,"1,1.6 CR",172.2096,-4.403902073,167.8056979,861.048,-2.31597666,858.7320233,186.5604,-2.812032191,183.7483678,215.262,3.926886809,219.1888868,
Company C,03/11/2022,3785,5G0303175,CABLE CHANNEL;SIDE C,20.00,124.64,"2,492.80",0.92,2 CR,299.136,-3.817391261,295.3186087,1495.68,-5.519117042,1490.160883,324.064,-2.231937088,321.8320629,373.92,-0.9394036049,372.9805964,
Company C,03/11/2022,3786,5G0353477,PIPE SUPPORT ASSEMBL,100.00,649.03,"64,903.00",1.517,"4 CR,4 HRPO,20 RUBBER",7788.36,-1.032013038,7787.327987,38941.8,-1.409017737,38940.39098,8437.39,-8.20940147,8429.180599,9735.45,-0.1968775498,9735.253122,
Company C,03/11/2022,3787,506575057,SHIFTING SHEET COMPL,25.00,294.73,"7,368.25",1.76,1.5 CR,884.19,-1.792134081,882.3978659,4420.95,7.518264581,4428.468265,957.8725,0.1662211109,958.0387211,1105.2375,-1.319964621,1103.917535,
Company A,03/11/2022,3788,5F3050110,FRONT DOOR COMPLETE,1.00,"2,089.60","2,089.60",10.95,"1.6,2,3 CR",250.752,0.5053940576,251.2573941,1253.76,-3.438071743,1250.321928,271.648,-1.396691011,270.251309,313.44,-1.575051835,311.8649482,
Company A,03/11/2022,3789,5C2633531,SIDE TRANSPORT SUPPO,5.00,170.94,854.70,0.73,3 CR,102.564,-3.042120099,99.5218799,512.82,0.9201589203,513.7401589,111.111,-0.2785060038,110.832494,128.205,-1.522900628,126.6820994,
Company A,04/11/2022,3790,5E1750510,RECTANGULAR PIPE WIT,14.00,"1,778.79","24,903.06",11.13,1.5 CR,2988.3672,-1.741527142,2986.625673,14941.836,1.723810199,14943.55981,3237.3978,-3.38610218,3234.011698,3735.459,1.080725933,3736.539726,
Company A,04/11/2022,3791,5E1050670,LAP CHANGER PLATE CO,9.00,"2,939.91","26,459.19",20.2,3 CR,3175.1028,2.313614463,3177.416414,15875.514,-1.161973491,15874.35203,3439.6947,0.4004430503,3440.095143,3968.8785,0.8838336168,3969.762334,
Company C,04/11/2022,3792,506575057,SHIFTING SHEET COMPL,25.00,294.73,"7,368.25",1.76,1.5 CR,884.19,-0.3714839579,883.818516,4420.95,0.4331409209,4421.383141,957.8725,2.73998556,960.6124856,1105.2375,-0.2081077913,1105.029392,
Company A,04/11/2022,3793,5E1850600,DELIVERY STRUCTURE 6,2.00,"54,121.00","108,242.00",308,3 CR,12989.04,1.929861322,12990.96986,64945.2,-0.6774787087,64944.52252,14071.46,-0.1756575444,14071.28434,16236.3,1.60591855,16237.90592,
Company A,04/11/2022,3794,5E1850600,DELIVERY STRUCTURE 6,2.00,"54,121.00","108,242.00",308,3 CR,12989.04,-0.7264963005,12988.3135,64945.2,3.12281902,64948.32282,14071.46,3.794104065,14075.2541,16236.3,-1.466095865,16234.8339,
Company B,04/11/2022,3795,56916613050,SPLASH GUARD KIT (ST,1.00,"64,622.00","64,622.00",312.7,2 CR,7754.64,2.8716859,7757.511686,38773.2,1.943471355,38775.14347,8400.86,0.4604951725,8401.320495,9693.3,3.432920974,9696.732921,
Company B,04/11/2022,3795,56919102520,COOLANT TANK KIT  (S,1.00,"13,916.00","13,916.00",56.372,2 CR,1669.92,1.409598555,1671.329599,8349.6,2.60632703,8352.206327,1809.08,1.80716164,1810.887162,2087.4,3.812768203,2091.212768,
Company B,04/11/2022,3796,56916613050,SPLASH GUARD KIT (ST,1.00,"64,622.00","64,622.00",312.7,2 CR,7754.64,3.36862354,7758.008624,38773.2,0.378489718,38773.57849,8400.86,7.818448234,8408.678448,9693.3,0.2851428594,9693.585143,
Company B,04/11/2022,3796,56919102520,COOLANT TANK KIT  (S,1.00,"13,916.00","13,916.00",56.372,2 CR,1669.92,3.847401069,1673.767401,8349.6,0.4218220135,8350.021822,1809.08,-5.815343158,1803.264657,2087.4,-1.515654114,2085.884346,
Company C,04/11/2022,3797,5G0353477,PIPE SUPPORT ASSEMBL,200.00,649.03,"129,806.00",1.517,"4 CR,4 HRPO,20 RUBBER",15576.72,1.538096342,15578.2581,77883.6,-3.557396877,77880.0426,16874.78,2.538855747,16877.31886,19470.9,0.549505026,19471.44951,
Company A,04/11/2022,3798,5C1102193,PROFILE HOLDER WITH,8.00,228.52,"1,828.16",0.81,2 CR,219.3792,-3.91581717,215.4633828,1096.896,-3.211182594,1093.684817,237.6608,3.147492123,240.8082921,274.224,1.610895776,275.8348958,
Company A,04/11/2022,3798,5C2500270,STOPPER RH COMPL,10.00,52.22,522.20,0.17,"3,4 CR",62.664,-1.034664834,61.62933517,313.32,4.840033935,318.1600339,67.886,-3.540575404,64.3454246,78.33,2.179722385,80.50972239,
Company A,04/11/2022,3798,5C2500271,STOPPER LH COMPL,10.00,51.53,515.30,0.08,3 CR,61.836,-5.068260531,56.76773947,309.18,4.962969479,314.1429695,66.989,-3.549547264,63.43945274,77.295,1.405081007,78.70008101,
Company A,04/11/2022,3798,5C2800677,PARTITION SHEET,10.00,189.51,"1,895.10",1,1.5 CR,227.412,-4.235821577,223.1761784,1137.06,0.1186691087,1137.178669,246.363,0.7261144092,247.0891144,284.265,0.5285283295,284.7935283,
Company A,04/11/2022,3798,5C2800679,CABLE CHANNEL CLOSIN,5.00,276.86,"1,384.30",2.2,2 CR,166.116,-3.380413314,162.7355867,830.58,-3.142219873,827.4377801,179.959,4.379524797,184.3385248,207.645,7.005876558,214.6508766,
Company A,04/11/2022,3798,5D3132770,CABLE CHANNEL TOP CO,8.00,170.54,"1,364.32",1.1,1.5 CR,163.7184,0.2277099547,163.94611,818.592,-0.9534985903,817.6385014,177.3616,2.721914326,180.0835143,204.648,3.072065817,207.7200658,
Company A,04/11/2022,3798,5F2030436,DOOR STOPPER,20.00,21.69,433.80,0.07,3 CR,52.056,0.2902494395,52.34624944,260.28,-2.198803962,258.081196,56.394,3.389738496,59.7837385,65.07,-4.252625356,60.81737464,
Company A,04/11/2022,3799,5F3270010,BELT CLOSING COVER-F,20.00,321.18,"6,423.60",0.44,1 CR,770.832,-2.497918554,768.3340814,3854.16,3.106967362,3857.266967,835.068,-1.622380325,833.4456197,963.54,-4.524480517,959.0155195,
Company A,04/11/2022,3800,5E1750030,SUCTION BOX DOOR WIT,10.00,"1,757.90","17,579.00",11.21,"1.5,2 CR",2109.48,0.9845524309,2110.464552,10547.4,-3.588251782,10543.81175,2285.27,4.559822268,2289.829822,2636.85,2.561111419,2639.411111,
Company A,04/11/2022,3801,542197790,R.D ROLLER UNDER DUC,3.00,"1,589.94","4,769.82",4.3,1 CR,572.3784,-5.466890802,566.9115092,2861.892,-1.808864122,2860.083136,620.0766,-3.828926919,616.2476731,715.473,-1.812543254,713.6604567,
Company A,04/11/2022,3801,5D3470010,CAN PLATE COMPL,8.00,"2,873.93","22,991.44",18.24,4 CR,2758.9728,1.3016298,2760.27443,13794.864,-2.462103776,13792.4019,2988.8872,3.874661128,2992.761861,3448.716,-0.5460039655,3448.169996,
Company A,04/11/2022,3802,5D3131630,SQUARE DUCT WITH,5.00,"1,241.60","6,208.00",6.5,1.5 CR,744.96,2.420199641,747.3801996,3724.8,4.44193961,3729.24194,807.04,-0.5780882489,806.4619118,931.2,-3.768255154,927.4317448,
Company A,04/11/2022,3803,5D3131630,SQUARE DUCT WITH,5.00,"1,241.60","6,208.00",6.5,1.5 CR,744.96,-4.428668957,740.531331,3724.8,-5.904124459,3718.895876,807.04,0.1969333452,807.2369333,931.2,-0.8083017776,930.3916982,
Company A,04/11/2022,3804,5E1050830,CYLINDER SUPPORT TOP,20.00,773.09,"15,461.80",4.9,3 CR,1855.416,-2.577899454,1852.838101,9277.08,0.1221866504,9277.202187,2010.034,-2.243005613,2007.790994,2319.27,-5.427599163,2313.842401,
Company A,04/11/2022,3805,5C1170954,TOP COVER COMPLETE,10.00,916.92,"9,169.20",4.61,1.5 CR,1100.304,-1.615976701,1098.688023,5501.52,-1.394322931,5500.125677,1191.996,-2.33902449,1189.656976,1375.38,0.486819307,1375.866819,
Company A,04/11/2022,3806,5E1602835,CABLE CHANNEL CLOSIN,12.00,174.00,"2,088.00",0.83,1.5 CR,250.56,1.113672436,251.6736724,1252.8,-1.166971587,1251.633028,271.44,-0.3855815122,271.0544185,313.2,-0.1649471299,313.0350529,
Company C,04/11/2022,3807,5G0270431,HOOD ASSY,2.00,"4,007.99","8,015.98",28.85,"3,2 CR",961.9176,-0.3542049449,961.5633951,4809.588,0.8768429398,4810.464843,1042.0774,-0.6278473291,1041.449553,1202.397,-1.010508141,1201.386492,
Company C,04/11/2022,3807,5G0503217,TOP SAFETY SWITCH HO,14.00,66.80,935.20,0.35,4 HRPO,112.224,0.03229068082,112.2562907,561.12,-4.827814113,556.2921859,121.576,1.802560815,123.3785608,140.28,-4.424682799,135.8553172,
Company C,04/11/2022,3808,SF5G0132895,REAR SHEET RH,30.00,258.44,"7,753.20",1.659,2 CR,930.384,3.931589539,934.3155895,4651.92,3.000914773,4654.920915,1007.916,0.8827527033,1008.798753,1162.98,-2.773822985,1160.206177,
Company C,04/11/2022,10106,500590992,FAN WHEEL,4.00,460.00,"1,840.00",11.79,"4 CR,6 HR",220.8,-0.2397552567,220.5602447,1104.0,0.8109278591,1104.810928,239.2,1.310977157,240.5109772,276.0,5.545430232,281.5454302,
Company A,05/11/2022,3809,5C1700853,PIPE COMPL - AIT,20.00,407.89,"8,157.80",0.99,"1,3 CR",978.936,1.329230869,980.2652309,4894.68,4.412788145,4899.092788,1060.514,0.9573485479,1061.471349,1223.67,3.294784314,1226.964784,
Company A,05/11/2022,3809,5C1700854,PIPE COMPL-SU,10.00,550.12,"5,501.20",1.75,"1,3 CR",660.144,-8.244940048,651.89906,3300.72,4.146470749,3304.866471,715.156,2.088789089,717.2447891,825.18,1.51869581,826.6986958,
Company A,05/11/2022,3810,5A3030473,SETTING BRACKET COMP,8.00,221.93,"1,775.44",1.1,4 HRPO,213.0528,0.005083112006,213.0578831,1065.264,0.7893281577,1066.053328,230.8072,-2.983067147,227.8241329,266.316,-3.949690314,262.3663097,
Company A,05/11/2022,3810,5D1300150,HOLDER LOADING BUSH,160.00,14.92,"2,387.20",0.038,4 HRPO,286.464,-4.539346604,281.9246534,1432.32,-7.844259771,1424.47574,310.336,2.436724442,312.7727244,358.08,2.12660193,360.2066019,
Company A,05/11/2022,3810,5E0901151,OIL PREVENT SHEET -F,20.00,135.16,"2,703.20",0.9,1 CR,324.384,1.74269219,326.1266922,1621.92,2.040309957,1623.96031,351.416,-2.294807615,349.1211924,405.48,3.891980292,409.3719803,
Company A,05/11/2022,3810,5E1602835,CABLE CHANNEL CLOSIN,10.00,174.00,"1,740.00",0.83,1.5 CR,208.8,-3.428766611,205.3712334,1044.0,3.049497942,1047.049498,226.2,3.518966135,229.7189661,261.0,-2.607760161,258.3922398,
Company A,05/11/2022,3810,5F2030436,DOOR STOPPER,34.00,21.69,737.46,0.07,3 CR,88.4952,7.475200724,95.97040072,442.476,-1.449894461,441.0261055,95.8698,-4.990607805,90.8791922,110.619,3.19206885,113.8110688,
Company A,05/11/2022,3811,5C1530471,CYLINDER HOLDER COMP,5.00,367.00,"1,835.00",1.66,6 HR,220.2,-3.962847407,216.2371526,1101.0,1.963765297,1102.963765,238.55,-6.434042147,232.1159579,275.25,1.104476076,276.3544761,
Company A,05/11/2022,3812,5E1030472,CYLINDER SUPPORT BOT,20.00,409.87,"8,197.40",2.4,3 CR,983.688,-0.2594791877,983.4285208,4918.44,-3.150253671,4915.289746,1065.662,-2.047871652,1063.614128,1229.61,3.849874396,1233.459874,
Company A,05/11/2022,3813,5F3270010,BELT CLOSING COVER-F,20.00,321.18,"6,423.60",0.44,1 CR,770.832,3.454482773,774.2864828,3854.16,-0.4853621411,3853.674638,835.068,-2.364373564,832.7036264,963.54,-2.902145203,960.6378548,
Company A,05/11/2022,3814,5A1004219,SIDE FLANGE RH COMPL,10.00,148.71,"1,487.10",0.13,"1.5,3 CR",178.452,-1.548660474,176.9033395,892.26,-4.280990513,887.9790095,193.323,-4.233388666,189.0896113,223.065,0.7067707582,223.7717708,
Company A,05/11/2022,3814,5A1004233,SIDE FLANGE LH COMPL,10.00,148.71,"1,487.10",0.13,"1.5,3 CR",178.452,-0.5444365373,177.9075635,892.26,1.075175008,893.335175,193.323,-0.6524569122,192.6705431,223.065,8.819218512,231.8842185,
Company A,05/11/2022,3815,SF5C1770270,JUNCTION BOX TOP COM,20.00,"2,116.67","42,333.40",6.65,"1.5,4 CR",5080.008,-1.87495194,5078.133048,25400.04,4.591083181,25404.63108,5503.342,-0.6278162318,5502.714184,6350.01,7.091498926,6357.101499,
Company A,05/11/2022,3816,5D3450490,TOP CAN PLATE-24INCH,10.00,"3,269.76","32,697.60",32.38,4 HRPO,3923.712,-0.05808856253,3923.653911,19618.56,1.812960579,19620.37296,4250.688,-0.5797711018,4250.108229,4904.64,-0.6069406706,4904.033059,
Company A,05/11/2022,3817,543076170,TAKE UP PLATE,6.00,"2,208.05","13,248.30",21.19,4 HRPO,1589.796,-1.287912453,1588.508088,7948.98,-1.838724594,7947.141275,1722.279,1.127171918,1723.406172,1987.245,1.720760618,1988.965761,
Company A,05/11/2022,3818,5C1790230,JUNCTION BOX COMPLET,6.00,"4,486.17","26,917.02",16.6,"1.5,3 CR & 4 HRPO",3230.0424,0.4321489374,3230.474549,16150.212,-0.7420147031,16149.46999,3499.2126,0.1012003247,3499.3138,4037.553,1.149135037,4038.702135,
Company A,05/11/2022,3819,5D3450270,FRONT COVER COMPL,10.00,890.91,"8,909.10",4.7,1.5 CR,1069.092,-0.8192256532,1068.272774,5345.46,3.750717895,5349.210718,1158.183,0.6844086668,1158.867409,1336.365,2.600163945,1338.965164,
Company A,05/11/2022,3820,5D3131630,SQUARE DUCT WITH,8.00,"1,241.60","9,932.80",6.5,1.5 CR,1191.936,0.1319656869,1192.067966,5959.68,-4.234410681,5955.445589,1291.264,2.293119095,1293.557119,1489.92,-1.780270991,1488.139729,
Company A,05/11/2022,3821,5E1871000,DELIVERY STRUCTURE 1,1.00,"115,000.00","115,000.00",556.53,3 CR,13800.0,4.877984731,13804.87798,69000.0,1.886157249,69001.88616,14950.0,3.837795027,14953.8378,17250.0,2.003471016,17252.00347,
Company A,05/11/2022,3822,5E1871000,DELIVERY STRUCTURE 1,1.00,"115,000.00","115,000.00",556.53,3 CR,13800.0,-1.368447136,13798.63155,69000.0,1.305098083,69001.3051,14950.0,-4.397963035,14945.60204,17250.0,5.559485935,17255.55949,
Company C,05/11/2022,3823,SF5G0132878,COVER SHEET TOP RH,30.00,73.62,"2,208.60",0.41,4 HRPO,265.032,6.348181291,271.3801813,1325.16,2.527297578,1327.687298,287.118,0.7197531742,287.8377532,331.29,-2.534035562,328.7559644,
Company C,05/11/2022,3823,SF5G0132879,COVER SHHET TOP LH,33.00,73.62,"2,429.46",0.25,2 CR,291.5352,2.482622487,294.0178225,1457.676,4.785951489,1462.461951,315.8298,-1.056338861,314.7734611,364.419,4.844300086,369.2633001,
Company C,05/11/2022,3823,SF5G0132893,SEALING STRIP ASSLY,30.00,77.75,"2,332.50",0.305,2 CR,279.9,1.545010575,281.4450106,1399.5,7.129266761,1406.629267,303.225,2.221248472,305.4462485,349.875,-2.63479636,347.2402036,
Company C,05/11/2022,3824,501706650,HINGE RH ASSY.,50.00,98.00,"4,900.00",0.295,4 CR,588.0,-3.465938092,584.5340619,2940.0,-3.475871643,2936.524128,637.0,-2.589120226,634.4108798,735.0,-3.131399548,731.8686005,
Company C,05/11/2022,3825,5G0102350,CABLE COVER AK FRAME,133.00,46.31,"6,159.23",0.31,1.5 CR,739.1076,2.100948014,741.208548,3695.538,-2.332515953,3693.205484,800.6999,-0.2980566431,800.4018434,923.8845,-6.06642967,917.8180703,
Company C,05/11/2022,3825,5G0102351,CABLE COVER MAIN FRA,66.00,68.87,"4,545.42",0.46,1.5 CR,545.4504,-1.381453795,544.0689462,2727.252,-4.88768048,2722.36432,590.9046,7.853014437,598.7576144,681.813,-1.198640643,680.6143594,
Company C,05/11/2022,3826,5B1070436,FRONT FRAME LH COMPL,6.00,"4,771.72","28,630.32",34.235,"3,5 CR,5 HRPO",3435.6384,2.782096865,3438.420497,17178.192,2.027321061,17180.21932,3721.9416,-0.4054720772,3721.536128,4294.548,-2.109589273,4292.438411,
Company D,05/11/2022,3827,5610284760XC,BRACKET,9.00,378.00,"3,402.00",2.419,6 HR,408.24,-0.9163873439,407.3236127,2041.2,-6.266843764,2034.933156,442.26,-2.503905368,439.7560946,510.3,1.92569022,512.2256902,
Company D,05/11/2022,3827,5610284770XC,BRACKET,1.00,381.00,381.00,2.419,6 HR,45.72,0.6067109933,46.32671099,228.6,-0.3885130991,228.2114869,49.53,0.2789129367,49.80891294,57.15,-2.836980354,54.31301965,
Company D,05/11/2022,3827,5610284780XC,BRACKET,11.00,363.00,"3,993.00",2.326,6 HR,479.16,-3.235207916,475.9247921,2395.8,-0.3803325365,2395.419667,519.09,1.046444839,520.1364448,598.95,0.8028983915,599.7528984,
Company D,05/11/2022,3827,5610284790XC,BRACKET,3.00,363.00,"1,089.00",2.326,6 HR,130.68,0.3098034174,130.9898034,653.4,-1.069992459,652.3300075,141.57,-1.570411992,139.999588,163.35,0.9945995692,164.3445996,
Company D,05/11/2022,3827,5614383551XC,BRACKET,5.00,530.00,"2,650.00",5.29,6 HR,318.0,0.7234344888,318.7234345,1590.0,2.107488034,1592.107488,344.5,1.554217601,346.0542176,397.5,0.3445397615,397.8445398,
Company D,05/11/2022,3827,5614383731XC,PLATE,5.00,360.00,"1,800.00",2.153,10 HR,216.0,-0.9732941897,215.0267058,1080.0,1.499926812,1081.499927,234.0,-0.04577612997,233.9542239,270.0,2.179839014,272.179839,
Company D,05/11/2022,3827,5614383751XC,PLATE,7.00,835.00,"5,845.00",4.299,6 CR,701.4,-7.52705042,693.8729496,3507.0,3.095070579,3510.095071,759.85,-0.8145173706,759.0354826,876.75,8.50200592,885.2520059,
Company D,05/11/2022,3827,5614384172XC,BRACKET,1.00,"1,061.00","1,061.00",3.565,10 HR,127.32,2.741710838,130.0617108,636.6,0.6975626841,637.2975627,137.93,-2.678021603,135.2519784,159.15,1.976675917,161.1266759,
Company D,05/11/2022,3827,5614384671XC,BRACKET,5.00,209.00,"1,045.00",0.66,6 HR,125.4,4.788166367,130.1881664,627.0,2.417345393,629.4173454,135.85,2.827946012,138.677946,156.75,0.3454615645,157.0954616,
Company D,05/11/2022,3827,561438A130XC,PLATE,4.00,188.00,752.00,0.964,10 HR,90.24,1.395932147,91.63593215,451.2,-6.65781747,444.5421825,97.76,7.313775881,105.0737759,112.8,4.835118266,117.6351183,
Company D,05/11/2022,3828,561438A240XC,BRACKET,2.00,132.00,264.00,0.811,5 HR,31.68,2.571146593,34.25114659,158.4,-6.413135809,151.9868642,34.32,2.428923666,36.74892367,39.6,-2.859369683,36.74063032,
Company D,05/11/2022,3828,561438A760XC,COVER,14.00,419.00,"5,866.00",1.572,"2,5 CR",703.92,-0.4689093704,703.4510906,3519.6,3.418653967,3523.018654,762.58,2.454963946,765.0349639,879.9,-3.201567834,876.6984322,
Company D,05/11/2022,3828,5615467131XC,STAY,6.00,879.00,"5,274.00",4.585,10 HR,632.88,3.06277298,635.942773,3164.4,-4.189866508,3160.210133,685.62,-1.862318022,683.757682,791.1,-3.371559483,787.7284405,
